Ecole,Age,Habitat,Parcelle,Nb arbres,Temps,Ganivelles,Emplacement,Enfantsparm2,Surface, Argile,Limon,Sable, MO,N_Tot, Cu, Ni, Pb, Zn,Plagiolepis_pygmaea,Messor_groupe_ibericus,Lasius_groupe_niger,Monomorium_monorium,Crematogaster_scutellaris,Proformica_nasuta,Pheidole_pallidula,Tetramorium_sp,Tapinoma_madeirense,Colobopsis_truncata,Camponotus_piceus,Campanotus_lateralis,Messor_barbarus,Lasius_lasioides,Temnothorax_unifasciatus,Tapinoma_glabrella,Linepithema_humile,Camponotus_fallax,Camponotus_aethiops,Temnothorax_continentalis,Formica_cunicularia,Solenopsis_sp,Tapinoma_erraticum,Tapinoma_groupe_nigerrimum,Hypoponera_eduardi,Formica_rufibarbis,Temnothorax_lichtensteini,Temnothorax_recedens,Themnothorax_sp,Species,Nb_AppatsAnt,Nb_Appats,Activity
Robinson,2022,CpUt,CpUt_15Rob,0,2,0,1,16.0,44.0,438,287.0,275.0,25.9,0.86,30.7,16.2,12.2,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0
Robinson,2022,CpUt,CpUt_16Rob,0,2,0,0,16.0,21.4,316,282.0,401.0,47.4,1.4,24.4,15.7,16.4,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0
Robinson,2022,CpUt,CpUt_17Rob,0,2,0,0,16.0,50.5,314,129.0,471.0,37.0,1.2,34.7,41.6,19.5,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0.0
Robinson,2022,CpUt,CpUt_18Rob,0,2,0,0,16.0,51.7,378,251.0,371.0,21.0,0.97,14.2,9.9,7.8,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0
Sun Yan Sen,2022,CpUt,CpUt_19Sun,0,2,0,0,23.5,243.3,257,231.0,513.0,18.5,1.4,29.5,14.5,24.1,41.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,26,42.30769230769231
Cabrol,2022,CpUt,CpUt_21Cab,0,2,0,0,9.5,59.7,421,343.0,237.1,35.1,1.6,91.4,21.0,23.3,45.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,20.0
Cabrol,2022,CpUt,CpUt_22Cab,2,2,0,0,9.5,73.7,439,121.0,240.0,20.6,0.88,25.7,34.4,21.3,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0.0
Julie Daubie,2022,CpUt,CpUt_25Dau,5,2,0,1,41.9,183.5,255,363.0,382.5,15.6,0.67,9.9,17.7,11.4,30.6,0.0,0.0,0.0,17.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,19,42.10526315789473
Julie Daubie,2022,CpUt,CpUt_26Dau,3,2,0,0,41.9,244.6,250,396.0,354.1,18.2,0.81,32.0,19.3,23.6,37.7,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,23,25,92.0
Sibelius,2023,CpUt,CpUt_27Sib,4,1,0,0,7.4,231.56,232,129.0,539.0,32.2,1.8,41.1,13.2,50.0,52.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0.0
Sibelius,2023,CpUt,CpUt_28Sib,1,1,0,0,7.4,90.43,203,192.7,604.0,37.8,2.1,41.1,12.0,49.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8,12.5
Heidelberg,2023,CpUt,CpUt_29Hei,1,1,0,1,7.5,27.97,206,169.60000000000002,625.0,30.4,2.3,34.2,12.5,44.1,52.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,66.66666666666666
Heidelberg,2023,CpUt,CpUt_30Hei,5,1,0,0,7.5,425.81,255,198.6,547.0,38.3,1.8,90.2,13.7,60.8,69.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,47,4.25531914893617
Dickens,2023,EvEx,CpUt_31Dic,2,1,0,1,5.3,112.44,220,187.6,592.0,42.8,1.7,41.8,14.9,51.8,58.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,6,66.66666666666666
Dickens,2023,CpUt,CpUt_32Dic,2,1,0,0,5.3,203.96,216,184.3,600.0,29.3,1.6,67.4,11.9,59.2,48.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,19,5.263157894736842
Dickens,2023,CpUt,CpUt_33Dic,1,1,0,1,5.3,40.49,231,203.0,566.0,26.9,1.4,37.3,12.6,74.1,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0
Aquitaine,2023,CpUt,CpUt_35Aqu,3,1,0,0,5.6,147.15,249,238.0,514.0,35.7,2.5,46.1,15.4,102.0,58.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,16,6.25
Petit Prince,2023,CpUt,CpUt_36Pri,1,1,0,0,9.2,17.93,433,292.0,187.0,31.8,1.6,30.2,17.4,19.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0
Petit Prince,2023,CpUt,CpUt_37Pri,0,1,0,0,9.2,23.8,437,340.0,183.0,15.9,0.71,11.5,18.1,11.1,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0
Petit Prince,2023,CpUt,CpUt_38Pri,0,1,0,0,9.2,13.02,414,534.0,90.4,11.3,0.69,10.2,21.4,12.7,36.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,100.0
George Sand,2023,EvEx,CpUt_39San,1,1,1,1,10.6,52.31,420,314.0,266.2,24.2,1.6,71.7,21.8,63.0,251.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,5,80.0
George Sand,2023,CpUt,CpUt_40San,3,1,0,0,10.6,68.3,371,175.0,254.0,51.5,2.2,32.9,17.8,31.7,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0.0
George Sand,2023,CpUt,CpUt_41San,1,1,0,1,10.6,35.0,323,308.0,369.5,33.7,1.4,62.5,23.7,89.5,54.1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,66.66666666666666
George Sand,2023,CpUt,CpUt_42San,2,1,0,0,10.6,48.78,305,280.0,414.0,22.5,1.0,47.2,24.2,135.0,114.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,25.0
George Sand,2023,CpPl,CpUt_43San,1,1,1,1,10.6,15.25,245,174.8,580.0,20.2,1.2,77.4,28.4,45.9,69.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100.0
George Sand,2023,CpUt,CpUt_44San,0,1,0,1,10.6,14.77,323,291.0,386.0,28.4,1.3,43.5,20.5,258.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100.0
Ensoleihat,2023,EspV,CpUt_45EnsM,3,1,0,1,4.0,9.29,310,306.0,384.0,21.8,1.3,50.6,19.2,33.4,54.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,33.33333333333333
Ensoleihat,2023,EspV,CpUt_46EnsM,1,1,0,0,4.0,10.75,346,315.0,339.0,32.7,2.1,37.7,17.4,26.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,50.0
Ensoleihat,2023,CpUt,CpUt_47EnsM,0,1,0,0,4.0,16.27,317,343.0,341.0,32.7,1.7,40.8,13.6,19.5,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0
Ensoleihat,2023,CpUt,CpUt_48EnsM,0,1,0,0,4.0,12.15,324,343.0,334.0,17.6,1.2,35.4,14.9,17.2,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0
Lou Planas,2022,EspV,EspV_07Lou,2,2,1,0,11.7,99.0,369,292.0,339.0,29.9,1.2,50.2,21.8,37.4,52.9,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,7,42.857142857142854
Robinson,2022,EspV,EspV_08Rob,2,2,1,0,16.0,35.1,376,333.0,292.0,32.8,1.4,29.1,16.7,19.8,37.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,100.0
Cabrol,2022,EspV,Espv_11Cab,4,2,0,0,9.5,259.0,359,270.0,371.0,26.3,1.1,80.0,25.8,30.6,50.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,22,18.181818181818183
Cabrol,2022,EspV,Espv_12Cab,3,2,0,0,9.5,142.0,377,286.0,339.0,31.9,1.3,76.7,20.3,35.6,45.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,11,18.181818181818183
Cabrol,2022,EspV,Espv_13Cab,4,2,0,1,9.5,122.5,340,231.0,429.0,33.9,1.4,78.5,18.4,29.8,47.1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,9,77.77777777777779
Julie Daubie,2022,CpPl,EspV_14Dau,0,2,1,1,41.9,110.2,369,344.0,287.0,33.7,1.4,94.5,21.9,36.0,51.1,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,8,75.0
Julie Daubie,2022,CpPl,EspV_15Dau,3,2,1,0,41.9,96.5,368,356.0,276.0,24.2,1.1,101.0,23.6,32.6,53.8,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,8,50.0
Julie Daubie,2022,CpPl,EspV_16Dau,2,2,1,0,41.9,88.9,223,185.10000000000002,592.0,26.7,1.2,59.3,20.2,26.4,36.1,0.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,8,87.5
Julie Daubie,2022,EspV,EspV_17Dau,0,2,0,1,41.9,14.27,326,264.0,409.0,25.9,1.2,79.2,18.4,28.7,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100.0
Julie Daubie,2022,EspV,EspV_18Dau,0,2,0,1,41.9,18.25,307,229.0,464.0,25.9,1.1,74.4,18.2,30.7,45.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,100.0
George Sand,2023,CpPl,EspV_19San,2,1,1,0,10.6,81.41,392,232.0,377.0,45.6,2.0,35.1,17.9,45.2,54.9,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,5,60.0
Ensoleihat,2023,EvEx,EspV_20EnsE,3,1,1,1,4.0,58.53,363,340.0,295.7,59.7,2.4,82.3,29.1,39.0,64.7,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,4,100.0
Ensoleihat,2023,EspV,EspV_21EnsM,3,1,0,1,4.0,19.34,333,294.0,372.7,28.2,1.2,51.8,16.5,36.9,43.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,5,80.0
Ensoleihat,2023,EvEx,EspV_22EnsM,1,1,1,1,4.0,18.51,380,312.0,308.0,40.7,1.6,50.2,19.7,30.7,43.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,50.0
Boulloche,2021,EvEx,EvEx_01Bou,2,3,1,1,11.6,32.0,465,257.0,279.0,61.6,2.3,49.0,19.3,34.4,64.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,5,100.0
Kurosawa,2022,EvEx,EvEx_02Kur,13,2,0,1,11.7,378.2,413,247.0,340.0,42.9,1.7,60.0,20.3,68.0,73.7,13.0,1.0,3.0,0.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,23,32,71.875
Galilee,2022,EvEx,EvEx_03Gal,13,2,1,1,14.5,270.0,557,293.0,150.1,54.6,2.3,71.2,26.2,44.9,109.0,11.0,6.0,0.0,0.0,5.0,0.0,11.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,24,24,100.0
Lou Planas,2022,EvEx,EvEx_06Lou,3,2,1,1,11.7,203.6,405,265.0,330.6,26.1,1.1,70.3,29.1,47.6,77.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,14,21.428571428571427
Lou Planas,2022,EvEx,EvEx_07Lou,6,2,0,1,11.7,180.4,431,263.0,307.0,22.8,1.0,77.1,33.6,52.0,85.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,11,36.36363636363637
Cabrol,2022,EvEx,EvEx_09Cab,2,2,1,1,9.5,31.7,266,199.4,535.0,33.3,1.4,65.2,15.7,29.9,47.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,3,66.66666666666666
Sun Yan Sen,2022,EvEx,EvEx_10Sun,6,2,0,0,23.5,239.1,280,238.0,483.0,43.9,1.7,73.4,17.1,33.4,77.6,21.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7,22,30,73.33333333333333
Julie Daubie,2022,EvEx,EvEx_11Dau,1,2,1,0,41.9,19.7,284,291.0,425.0,52.6,2.2,62.2,19.1,32.3,82.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,100.0
Sibelius,2023,EvEx,EvEx_11Sib,4,1,1,1,7.4,125.36,369,294.0,338.0,64.4,2.1,32.3,12.3,51.1,75.1,7.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,9,12,12,100.0
Sibelius,2023,EvEx,EvEx_12Sib,4,1,1,1,7.4,107.37,356,294.0,351.0,69.7,2.3,33.2,14.3,39.2,97.6,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5,9,10,90.0
Heidelberg,2023,EvEx,EvEx_13Hei,5,1,1,1,7.5,142.97,301,260.0,439.0,95.8,5.0,68.9,23.0,34.0,118.0,8.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,15,93.33333333333333
Aquitaine,2023,EvEx,EvEx_15Aqu,3,1,1,1,5.6,159.16,309,382.0,310.0,46.7,2.1,107.0,21.1,52.8,69.5,9.0,1.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7,16,16,100.0
Ensoleihat,2023,EvEx,EvEx_16EnsM,2,1,1,1,4.0,39.04,376,294.0,331.0,38.3,1.8,43.4,23.5,26.9,67.7,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,100.0
Camus,2021,EspV,EspV_01Cam,2,3,0,0,6.8,42.0,285,187.4,527.0,27.8,1.0,37.3,107.0,21.4,65.9,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,100.0
Camus,2021,EspV,EspV_02Cam,0,3,0,1,6.8,24.5,258,193.8,548.0,24.7,0.95,37.3,106.0,21.4,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100.0
Camus,2021,EspV,EspV_03Cam,1,3,0,0,6.8,34.8,294,175.0,531.0,26.4,1.1,39.5,98.4,21.5,68.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3,100.0
Moulin,2022,EspV,EspV_05Mou,0,2,0,1,11.4,25.8,363,231.0,406.0,18.6,0.78,62.9,39.0,37.2,75.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100.0
Moulin,2022,EspV,EspV_06Mou,1,2,0,1,11.4,12.9,329,228.0,444.0,32.4,1.1,68.3,37.5,40.1,76.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,100.0
Moulin,2022,EvEx,EvEx_04Mou,2,2,1,1,11.4,207.1,362,241.0,554.0,27.9,1.2,38.4,79.6,36.1,91.4,6.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,19,20,95.0
Moulin,2022,EvEx,EvEx_05Mou,2,2,1,1,11.4,73.8,205,265.0,330.6,36.5,1.7,31.4,61.3,70.7,122.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,7,100.0
Moulin,2022,EvEx,EspV_04Mou,0,2,1,1,11.4,147.0,280,259.0,460.0,20.7,0.85,36.2,77.3,73.5,108.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,13,92.3076923076923
